id,state,municipality,cost_category,cost_description,amount,date,department,contract_type
1147,Mato Grosso,Barra do Garças,saúde,Gasto com saúde em Barra do Garças,497874.34,2025-01-21,UBS Central,licitação
1148,Mato Grosso,Cáceres,educação,Gasto com educação em Cáceres,363339.86,2025-01-21,Escola Municipal,contrato direto
1149,Mato Grosso,Cuiabá,saúde,Gasto com saúde em Cuiabá,662312.64,2025-09-01,Secretaria de Saúde,convênio
1150,Mato Grosso,Cáceres,saúde,Gasto com saúde em Cáceres,531083.23,2024-07-02,Hospital Municipal,contrato direto
1151,Mato Grosso,Diamantino,saúde,Gasto com saúde em Diamantino,666825.03,2024-12-20,UBS Central,parceria
1152,Mato Grosso,Diamantino,saúde,Gasto com saúde em Diamantino,144458.96,2026-01-04,Secretaria de Saúde,licitação
1153,Mato Grosso,Barra do Garças,administração,Gasto com administração em Barra do Garças,114697.07,2025-03-17,Prefeitura,parceria
1154,Mato Grosso,Tangará da Serra,segurança,Gasto com segurança em Tangará da Serra,18611.4,2024-07-26,Guarda Municipal,parceria
1155,Mato Grosso,Pontes e Lacerda,segurança,Gasto com segurança em Pontes e Lacerda,70382.68,2024-11-06,Polícia Militar,parceria
1156,Mato Grosso,Alta Floresta,educação,Gasto com educação em Alta Floresta,183501.7,2024-07-02,Escola Municipal,licitação
1157,Mato Grosso,Cuiabá,administração,Gasto com administração em Cuiabá,75877.95,2025-05-18,Secretaria de Administração,licitação
1158,Mato Grosso,Alta Floresta,saúde,Gasto com saúde em Alta Floresta,277979.13,2024-03-04,Hospital Municipal,licitação
1159,Mato Grosso,Barra do Garças,saúde,Gasto com saúde em Barra do Garças,319580.83,2025-02-15,Hospital Municipal,licitação
1160,Mato Grosso,Pontes e Lacerda,infraestrutura,Gasto com infraestrutura em Pontes e Lacerda,1702466.34,2024-09-21,Secretaria de Obras,convênio
1161,Mato Grosso,Lucas do Rio Verde,saúde,Gasto com saúde em Lucas do Rio Verde,604214.23,2024-12-17,UBS Central,convênio
1162,Mato Grosso,Pontes e Lacerda,administração,Gasto com administração em Pontes e Lacerda,126857.16,2024-04-21,Prefeitura,contrato direto
1163,Mato Grosso,Primavera do Leste,educação,Gasto com educação em Primavera do Leste,441988.07,2025-10-24,Secretaria de Educação,parceria
1164,Mato Grosso,Cáceres,segurança,Gasto com segurança em Cáceres,286352.47,2024-04-23,Polícia Militar,convênio
1165,Mato Grosso,Cáceres,educação,Gasto com educação em Cáceres,392305.55,2025-10-16,Secretaria de Educação,licitação
1166,Mato Grosso,Primavera do Leste,infraestrutura,Gasto com infraestrutura em Primavera do Leste,775501.13,2024-03-29,Secretaria de Obras,parceria
1167,Mato Grosso,Primavera do Leste,saúde,Gasto com saúde em Primavera do Leste,27431.39,2025-01-18,Secretaria de Saúde,convênio
1168,Mato Grosso,Primavera do Leste,infraestrutura,Gasto com infraestrutura em Primavera do Leste,551995.57,2025-12-22,Departamento de Viação,licitação
1169,Mato Grosso,Rondonópolis,educação,Gasto com educação em Rondonópolis,217001.7,2024-12-12,Secretaria de Educação,convênio
1170,Mato Grosso,Várzea Grande,segurança,Gasto com segurança em Várzea Grande,37479.3,2025-04-14,Polícia Militar,convênio
1171,Mato Grosso,Barra do Garças,infraestrutura,Gasto com infraestrutura em Barra do Garças,300812.47,2024-09-30,Secretaria de Obras,contrato direto
1172,Mato Grosso,Alta Floresta,infraestrutura,Gasto com infraestrutura em Alta Floresta,714853.8,2025-12-15,Departamento de Viação,contrato direto
1173,Mato Grosso,Barra do Garças,educação,Gasto com educação em Barra do Garças,183963.26,2025-12-21,Creche,licitação
1174,Mato Grosso,Rondonópolis,infraestrutura,Gasto com infraestrutura em Rondonópolis,1055133.08,2024-11-01,Departamento de Viação,convênio
1175,Mato Grosso,Lucas do Rio Verde,administração,Gasto com administração em Lucas do Rio Verde,146661.21,2024-04-19,Prefeitura,parceria
1176,Mato Grosso,Campo Verde,administração,Gasto com administração em Campo Verde,76702.31,2024-09-12,Prefeitura,parceria
1177,Mato Grosso,Alta Floresta,saúde,Gasto com saúde em Alta Floresta,690600.32,2025-02-28,Secretaria de Saúde,parceria
1178,Mato Grosso,Alta Floresta,infraestrutura,Gasto com infraestrutura em Alta Floresta,1123380.1,2024-05-15,Departamento de Viação,parceria
1179,Mato Grosso,Barra do Garças,saúde,Gasto com saúde em Barra do Garças,434898.09,2025-04-25,UBS Central,parceria
1180,Mato Grosso,Primavera do Leste,educação,Gasto com educação em Primavera do Leste,448687.32,2025-11-04,Escola Municipal,parceria
1181,Mato Grosso,Tangará da Serra,educação,Gasto com educação em Tangará da Serra,429944.66,2024-04-05,Creche,convênio
1182,Mato Grosso,Tangará da Serra,infraestrutura,Gasto com infraestrutura em Tangará da Serra,423573.96,2025-11-09,Departamento de Viação,convênio
1183,Mato Grosso,Diamantino,segurança,Gasto com segurança em Diamantino,296134.46,2025-11-22,Polícia Militar,contrato direto
1184,Mato Grosso,Primavera do Leste,infraestrutura,Gasto com infraestrutura em Primavera do Leste,1614730.88,2024-07-25,Departamento de Viação,contrato direto
1185,Mato Grosso,Sorriso,educação,Gasto com educação em Sorriso,109721.71,2025-05-09,Escola Municipal,parceria
1186,Mato Grosso,Sorriso,infraestrutura,Gasto com infraestrutura em Sorriso,1564288.98,2025-12-20,Departamento de Viação,convênio
1187,Mato Grosso,Cáceres,saúde,Gasto com saúde em Cáceres,735193.31,2024-06-24,Secretaria de Saúde,convênio
1188,Mato Grosso,Sinop,saúde,Gasto com saúde em Sinop,498834.53,2024-02-17,Secretaria de Saúde,parceria
1189,Mato Grosso,Campo Verde,administração,Gasto com administração em Campo Verde,19906.86,2026-01-05,Secretaria de Administração,contrato direto
1190,Mato Grosso,Sorriso,infraestrutura,Gasto com infraestrutura em Sorriso,1443283.37,2025-05-01,Departamento de Viação,contrato direto
1191,Mato Grosso,Primavera do Leste,infraestrutura,Gasto com infraestrutura em Primavera do Leste,1860777.36,2025-10-30,Secretaria de Obras,convênio
1192,Mato Grosso,Sorriso,educação,Gasto com educação em Sorriso,277341.74,2024-11-29,Secretaria de Educação,convênio
1193,Mato Grosso,Cáceres,administração,Gasto com administração em Cáceres,172651.21,2025-11-01,Secretaria de Administração,licitação
1194,Mato Grosso,Nova Mutum,saúde,Gasto com saúde em Nova Mutum,701277.26,2025-06-06,UBS Central,convênio
1195,Mato Grosso,Cuiabá,administração,Gasto com administração em Cuiabá,59629.5,2024-07-23,Prefeitura,contrato direto
1196,Mato Grosso,Cuiabá,segurança,Gasto com segurança em Cuiabá,591839.7,2024-08-23,Polícia Militar,contrato direto
1197,Mato Grosso,Campo Verde,segurança,Gasto com segurança em Campo Verde,124240.44,2025-12-29,Polícia Militar,contrato direto
1198,Mato Grosso,Nova Mutum,saúde,Gasto com saúde em Nova Mutum,677238.97,2025-07-20,UBS Central,licitação
1199,Mato Grosso,Cáceres,educação,Gasto com educação em Cáceres,50001.61,2024-09-10,Escola Municipal,licitação
1200,Mato Grosso,Cuiabá,saúde,Gasto com saúde em Cuiabá,391502.03,2024-01-28,Hospital Municipal,parceria
1201,Mato Grosso,Sorriso,educação,Gasto com educação em Sorriso,465469.64,2024-05-28,Escola Municipal,parceria
1202,Mato Grosso,Alta Floresta,administração,Gasto com administração em Alta Floresta,34109.78,2025-04-08,Prefeitura,convênio
1203,Mato Grosso,Sinop,saúde,Gasto com saúde em Sinop,370238.64,2025-06-23,Hospital Municipal,contrato direto
1204,Mato Grosso,Sorriso,educação,Gasto com educação em Sorriso,131500.67,2024-01-26,Secretaria de Educação,convênio
1205,Mato Grosso,Nova Mutum,administração,Gasto com administração em Nova Mutum,60910.69,2025-09-25,Prefeitura,licitação
1206,Mato Grosso,Alta Floresta,segurança,Gasto com segurança em Alta Floresta,517879.34,2024-07-14,Polícia Militar,licitação
1207,Mato Grosso,Primavera do Leste,administração,Gasto com administração em Primavera do Leste,52464.27,2024-05-10,Prefeitura,parceria
1208,Mato Grosso,Pontes e Lacerda,infraestrutura,Gasto com infraestrutura em Pontes e Lacerda,430893.18,2024-12-26,Secretaria de Obras,licitação
1209,Mato Grosso,Sinop,saúde,Gasto com saúde em Sinop,449515.28,2024-02-13,Hospital Municipal,parceria
1210,Mato Grosso,Sinop,infraestrutura,Gasto com infraestrutura em Sinop,638823.84,2025-01-26,Departamento de Viação,licitação
1211,Mato Grosso,Barra do Garças,educação,Gasto com educação em Barra do Garças,323460.62,2025-05-14,Escola Municipal,licitação
1212,Mato Grosso,Alta Floresta,segurança,Gasto com segurança em Alta Floresta,359391.16,2025-07-03,Guarda Municipal,contrato direto
1213,Mato Grosso,Várzea Grande,saúde,Gasto com saúde em Várzea Grande,701621.03,2025-12-05,Hospital Municipal,parceria
1214,Mato Grosso,Barra do Garças,segurança,Gasto com segurança em Barra do Garças,261322.42,2024-08-05,Guarda Municipal,licitação
1215,Mato Grosso,Rondonópolis,saúde,Gasto com saúde em Rondonópolis,642617.53,2024-11-27,Hospital Municipal,licitação
1216,Mato Grosso,Sinop,educação,Gasto com educação em Sinop,185964.43,2024-08-17,Secretaria de Educação,parceria
1217,Mato Grosso,Pontes e Lacerda,administração,Gasto com administração em Pontes e Lacerda,143172.99,2025-03-03,Secretaria de Administração,licitação
1218,Mato Grosso,Sorriso,saúde,Gasto com saúde em Sorriso,450328.18,2024-11-20,Secretaria de Saúde,convênio
1219,Mato Grosso,Rondonópolis,saúde,Gasto com saúde em Rondonópolis,467967.19,2024-06-04,UBS Central,parceria
1220,Mato Grosso,Cuiabá,infraestrutura,Gasto com infraestrutura em Cuiabá,1260949.47,2025-04-04,Departamento de Viação,contrato direto
1221,Mato Grosso,Nova Mutum,educação,Gasto com educação em Nova Mutum,367914.93,2025-10-26,Escola Municipal,contrato direto
1222,Mato Grosso,Tangará da Serra,infraestrutura,Gasto com infraestrutura em Tangará da Serra,595354.39,2024-09-19,Departamento de Viação,parceria
1223,Mato Grosso,Campo Verde,educação,Gasto com educação em Campo Verde,96749.7,2025-11-15,Secretaria de Educação,licitação
1224,Mato Grosso,Pontes e Lacerda,segurança,Gasto com segurança em Pontes e Lacerda,72741.31,2024-09-18,Guarda Municipal,parceria
1225,Mato Grosso,Rondonópolis,segurança,Gasto com segurança em Rondonópolis,312065.31,2024-07-27,Guarda Municipal,parceria
1226,Mato Grosso,Várzea Grande,administração,Gasto com administração em Várzea Grande,145235.51,2024-07-08,Secretaria de Administração,parceria
1227,Mato Grosso,Alta Floresta,educação,Gasto com educação em Alta Floresta,346117.44,2024-01-11,Creche,licitação
1228,Mato Grosso,Campo Verde,saúde,Gasto com saúde em Campo Verde,717358.76,2024-03-22,Hospital Municipal,parceria
1229,Mato Grosso,Campo Verde,segurança,Gasto com segurança em Campo Verde,61999.47,2025-09-27,Guarda Municipal,parceria
1230,Mato Grosso,Campo Verde,administração,Gasto com administração em Campo Verde,76466.43,2024-03-15,Secretaria de Administração,convênio
1231,Mato Grosso,Tangará da Serra,segurança,Gasto com segurança em Tangará da Serra,442871.15,2025-01-20,Guarda Municipal,convênio
1232,Mato Grosso,Campo Verde,saúde,Gasto com saúde em Campo Verde,42336.27,2025-12-22,Secretaria de Saúde,convênio
1233,Mato Grosso,Lucas do Rio Verde,saúde,Gasto com saúde em Lucas do Rio Verde,510677.56,2025-12-12,Secretaria de Saúde,contrato direto
1234,Mato Grosso,Cáceres,infraestrutura,Gasto com infraestrutura em Cáceres,559273.3,2025-07-05,Departamento de Viação,contrato direto
1235,Mato Grosso,Cuiabá,administração,Gasto com administração em Cuiabá,191257.28,2024-07-07,Prefeitura,convênio
1236,Mato Grosso,Campo Verde,segurança,Gasto com segurança em Campo Verde,288596.34,2024-02-18,Guarda Municipal,licitação
1237,Mato Grosso,Cuiabá,segurança,Gasto com segurança em Cuiabá,213565.17,2024-04-11,Polícia Militar,convênio
1238,Mato Grosso,Várzea Grande,infraestrutura,Gasto com infraestrutura em Várzea Grande,1453454.65,2024-04-05,Secretaria de Obras,contrato direto
1239,Mato Grosso,Cuiabá,educação,Gasto com educação em Cuiabá,414799.92,2025-07-25,Escola Municipal,parceria
1240,Mato Grosso,Cáceres,saúde,Gasto com saúde em Cáceres,115666.36,2024-06-26,Secretaria de Saúde,parceria
1241,Mato Grosso,Sinop,infraestrutura,Gasto com infraestrutura em Sinop,1943208.89,2024-02-16,Secretaria de Obras,contrato direto
1242,Mato Grosso,Campo Verde,educação,Gasto com educação em Campo Verde,444624.63,2025-10-31,Secretaria de Educação,licitação
1243,Mato Grosso,Rondonópolis,infraestrutura,Gasto com infraestrutura em Rondonópolis,1541826.19,2024-12-21,Secretaria de Obras,convênio
1244,Mato Grosso,Pontes e Lacerda,educação,Gasto com educação em Pontes e Lacerda,143313.21,2025-02-25,Secretaria de Educação,contrato direto
1245,Mato Grosso,Alta Floresta,saúde,Gasto com saúde em Alta Floresta,207535.51,2024-03-12,Hospital Municipal,convênio
1246,Mato Grosso,Lucas do Rio Verde,saúde,Gasto com saúde em Lucas do Rio Verde,423530.58,2024-07-27,Secretaria de Saúde,contrato direto
1247,Mato Grosso,Pontes e Lacerda,administração,Gasto com administração em Pontes e Lacerda,93549.5,2025-03-18,Secretaria de Administração,contrato direto
1248,Mato Grosso,Cuiabá,saúde,Gasto com saúde em Cuiabá,10109.31,2025-05-31,Hospital Municipal,contrato direto
1249,Mato Grosso,Tangará da Serra,educação,Gasto com educação em Tangará da Serra,87472.59,2024-07-18,Creche,parceria
1250,Mato Grosso,Primavera do Leste,educação,Gasto com educação em Primavera do Leste,86430.79,2025-01-24,Secretaria de Educação,convênio
1251,Mato Grosso,Primavera do Leste,educação,Gasto com educação em Primavera do Leste,368580.0,2024-02-05,Secretaria de Educação,parceria
1252,Mato Grosso,Campo Verde,educação,Gasto com educação em Campo Verde,473967.14,2025-05-28,Creche,parceria
1253,Mato Grosso,Lucas do Rio Verde,saúde,Gasto com saúde em Lucas do Rio Verde,115424.98,2024-05-10,UBS Central,convênio
1254,Mato Grosso,Barra do Garças,saúde,Gasto com saúde em Barra do Garças,301032.02,2024-12-31,Secretaria de Saúde,contrato direto
1255,Mato Grosso,Várzea Grande,administração,Gasto com administração em Várzea Grande,106173.36,2024-11-10,Prefeitura,parceria
1256,Mato Grosso,Alta Floresta,educação,Gasto com educação em Alta Floresta,218844.79,2025-06-29,Secretaria de Educação,parceria
1257,Mato Grosso,Primavera do Leste,saúde,Gasto com saúde em Primavera do Leste,96025.89,2024-11-30,Hospital Municipal,parceria
1258,Mato Grosso,Nova Mutum,administração,Gasto com administração em Nova Mutum,63370.24,2024-08-09,Prefeitura,convênio
1259,Mato Grosso,Rondonópolis,educação,Gasto com educação em Rondonópolis,318863.89,2024-09-01,Escola Municipal,licitação
1260,Mato Grosso,Sinop,infraestrutura,Gasto com infraestrutura em Sinop,1087218.27,2024-06-27,Departamento de Viação,convênio
1261,Mato Grosso,Campo Verde,segurança,Gasto com segurança em Campo Verde,90242.49,2024-06-15,Guarda Municipal,convênio
1262,Mato Grosso,Várzea Grande,infraestrutura,Gasto com infraestrutura em Várzea Grande,1567331.14,2024-01-26,Departamento de Viação,parceria
1263,Mato Grosso,Alta Floresta,segurança,Gasto com segurança em Alta Floresta,41454.15,2025-10-30,Guarda Municipal,contrato direto
1264,Mato Grosso,Alta Floresta,saúde,Gasto com saúde em Alta Floresta,715660.09,2025-01-28,UBS Central,parceria
1265,Mato Grosso,Sinop,administração,Gasto com administração em Sinop,21855.04,2024-10-14,Secretaria de Administração,convênio
1266,Mato Grosso,Tangará da Serra,infraestrutura,Gasto com infraestrutura em Tangará da Serra,244295.15,2025-08-21,Departamento de Viação,convênio
1267,Mato Grosso,Primavera do Leste,saúde,Gasto com saúde em Primavera do Leste,484865.77,2024-10-26,Hospital Municipal,parceria
1268,Mato Grosso,Rondonópolis,educação,Gasto com educação em Rondonópolis,250109.04,2024-03-14,Secretaria de Educação,parceria
1269,Mato Grosso,Rondonópolis,segurança,Gasto com segurança em Rondonópolis,262362.3,2025-11-21,Polícia Militar,parceria
1270,Mato Grosso,Cuiabá,saúde,Gasto com saúde em Cuiabá,306886.42,2024-02-06,UBS Central,contrato direto
1271,Mato Grosso,Cáceres,educação,Gasto com educação em Cáceres,106676.13,2025-08-15,Creche,parceria
1272,Mato Grosso,Sorriso,segurança,Gasto com segurança em Sorriso,509644.36,2025-03-02,Polícia Militar,parceria
1273,Mato Grosso,Campo Verde,segurança,Gasto com segurança em Campo Verde,460714.17,2025-12-13,Polícia Militar,licitação
1274,Mato Grosso,Cáceres,saúde,Gasto com saúde em Cáceres,474862.53,2025-11-17,Secretaria de Saúde,contrato direto
1275,Mato Grosso,Campo Verde,administração,Gasto com administração em Campo Verde,190982.91,2024-08-07,Prefeitura,licitação
1276,Mato Grosso,Campo Verde,educação,Gasto com educação em Campo Verde,220985.28,2024-11-24,Escola Municipal,licitação
1277,Mato Grosso,Campo Verde,saúde,Gasto com saúde em Campo Verde,102202.69,2024-09-19,UBS Central,licitação
1278,Mato Grosso,Alta Floresta,infraestrutura,Gasto com infraestrutura em Alta Floresta,197815.04,2025-03-06,Departamento de Viação,parceria
1279,Mato Grosso,Nova Mutum,administração,Gasto com administração em Nova Mutum,54993.13,2025-07-11,Secretaria de Administração,parceria
1280,Mato Grosso,Tangará da Serra,educação,Gasto com educação em Tangará da Serra,227616.75,2024-10-28,Escola Municipal,contrato direto
1281,Mato Grosso,Primavera do Leste,infraestrutura,Gasto com infraestrutura em Primavera do Leste,1760887.57,2025-10-14,Departamento de Viação,convênio
1282,Mato Grosso,Sinop,saúde,Gasto com saúde em Sinop,374828.06,2024-05-08,Secretaria de Saúde,convênio
1283,Mato Grosso,Campo Verde,infraestrutura,Gasto com infraestrutura em Campo Verde,439607.99,2025-04-17,Secretaria de Obras,licitação
1284,Mato Grosso,Alta Floresta,educação,Gasto com educação em Alta Floresta,269199.97,2024-05-28,Creche,convênio
1285,Mato Grosso,Cuiabá,administração,Gasto com administração em Cuiabá,115766.82,2025-07-02,Secretaria de Administração,contrato direto
1286,Mato Grosso,Primavera do Leste,administração,Gasto com administração em Primavera do Leste,12583.85,2025-04-17,Secretaria de Administração,contrato direto
1287,Mato Grosso,Alta Floresta,infraestrutura,Gasto com infraestrutura em Alta Floresta,136038.11,2024-08-04,Departamento de Viação,parceria
1288,Mato Grosso,Tangará da Serra,saúde,Gasto com saúde em Tangará da Serra,35235.61,2024-12-08,Hospital Municipal,convênio
1289,Mato Grosso,Cuiabá,administração,Gasto com administração em Cuiabá,180826.35,2025-08-26,Prefeitura,convênio
1290,Mato Grosso,Diamantino,segurança,Gasto com segurança em Diamantino,288036.56,2024-11-30,Polícia Militar,contrato direto
1291,Mato Grosso,Tangará da Serra,administração,Gasto com administração em Tangará da Serra,52044.57,2024-04-27,Secretaria de Administração,contrato direto
1292,Mato Grosso,Várzea Grande,administração,Gasto com administração em Várzea Grande,179492.12,2025-01-10,Secretaria de Administração,parceria
1293,Mato Grosso,Sorriso,saúde,Gasto com saúde em Sorriso,206929.3,2025-10-06,Secretaria de Saúde,licitação
1294,Mato Grosso,Nova Mutum,saúde,Gasto com saúde em Nova Mutum,686355.76,2024-03-09,Secretaria de Saúde,parceria
1295,Mato Grosso,Pontes e Lacerda,saúde,Gasto com saúde em Pontes e Lacerda,679426.58,2025-03-08,UBS Central,licitação
1296,Mato Grosso,Sinop,infraestrutura,Gasto com infraestrutura em Sinop,1985102.14,2024-03-05,Secretaria de Obras,convênio
1297,Mato Grosso,Sinop,educação,Gasto com educação em Sinop,279555.04,2025-03-19,Escola Municipal,contrato direto
1298,Mato Grosso,Lucas do Rio Verde,saúde,Gasto com saúde em Lucas do Rio Verde,350529.18,2025-09-24,Hospital Municipal,licitação
1299,Mato Grosso,Rondonópolis,segurança,Gasto com segurança em Rondonópolis,203168.89,2025-07-26,Polícia Militar,licitação
1300,Mato Grosso,Primavera do Leste,saúde,Gasto com saúde em Primavera do Leste,265697.68,2025-01-27,Secretaria de Saúde,contrato direto
1301,Mato Grosso,Diamantino,segurança,Gasto com segurança em Diamantino,441919.99,2024-03-09,Polícia Militar,contrato direto
1302,Mato Grosso,Cáceres,segurança,Gasto com segurança em Cáceres,392941.31,2024-10-16,Polícia Militar,contrato direto
1303,Mato Grosso,Lucas do Rio Verde,segurança,Gasto com segurança em Lucas do Rio Verde,385143.5,2024-09-23,Guarda Municipal,parceria
1304,Mato Grosso,Rondonópolis,segurança,Gasto com segurança em Rondonópolis,198369.21,2025-03-18,Polícia Militar,parceria
1305,Mato Grosso,Diamantino,segurança,Gasto com segurança em Diamantino,350499.11,2024-11-13,Polícia Militar,parceria
1306,Mato Grosso,Alta Floresta,saúde,Gasto com saúde em Alta Floresta,249406.13,2024-12-29,Secretaria de Saúde,licitação
1307,Mato Grosso,Lucas do Rio Verde,administração,Gasto com administração em Lucas do Rio Verde,117804.77,2025-08-09,Prefeitura,parceria
1308,Mato Grosso,Cáceres,educação,Gasto com educação em Cáceres,403289.73,2025-10-10,Creche,contrato direto
1309,Mato Grosso,Primavera do Leste,segurança,Gasto com segurança em Primavera do Leste,565274.15,2024-11-07,Guarda Municipal,licitação
1310,Mato Grosso,Nova Mutum,educação,Gasto com educação em Nova Mutum,133289.81,2025-10-14,Creche,parceria
1311,Mato Grosso,Várzea Grande,educação,Gasto com educação em Várzea Grande,395809.71,2024-02-19,Escola Municipal,contrato direto
1312,Mato Grosso,Barra do Garças,segurança,Gasto com segurança em Barra do Garças,411846.54,2025-11-16,Guarda Municipal,contrato direto
1313,Mato Grosso,Primavera do Leste,infraestrutura,Gasto com infraestrutura em Primavera do Leste,1121582.13,2025-10-24,Departamento de Viação,contrato direto
1314,Mato Grosso,Cuiabá,administração,Gasto com administração em Cuiabá,156417.8,2024-12-09,Secretaria de Administração,licitação
1315,Mato Grosso,Tangará da Serra,saúde,Gasto com saúde em Tangará da Serra,618829.09,2024-05-19,Secretaria de Saúde,contrato direto
1316,Mato Grosso,Pontes e Lacerda,saúde,Gasto com saúde em Pontes e Lacerda,780027.83,2025-01-08,Hospital Municipal,convênio
1317,Mato Grosso,Pontes e Lacerda,administração,Gasto com administração em Pontes e Lacerda,16308.73,2025-02-07,Prefeitura,licitação
1318,Mato Grosso,Nova Mutum,administração,Gasto com administração em Nova Mutum,189724.17,2025-05-09,Prefeitura,licitação
1319,Mato Grosso,Primavera do Leste,educação,Gasto com educação em Primavera do Leste,326788.16,2025-02-10,Creche,parceria
1320,Mato Grosso,Diamantino,infraestrutura,Gasto com infraestrutura em Diamantino,568583.1,2024-08-27,Secretaria de Obras,contrato direto
1321,Mato Grosso,Primavera do Leste,segurança,Gasto com segurança em Primavera do Leste,251680.06,2025-02-02,Polícia Militar,parceria
1322,Mato Grosso,Barra do Garças,infraestrutura,Gasto com infraestrutura em Barra do Garças,186896.45,2025-08-31,Secretaria de Obras,parceria
1323,Mato Grosso,Rondonópolis,segurança,Gasto com segurança em Rondonópolis,369619.91,2024-07-12,Guarda Municipal,parceria
1324,Mato Grosso,Alta Floresta,infraestrutura,Gasto com infraestrutura em Alta Floresta,186102.49,2024-03-09,Departamento de Viação,parceria
1325,Mato Grosso,Lucas do Rio Verde,saúde,Gasto com saúde em Lucas do Rio Verde,157344.14,2024-03-14,UBS Central,licitação
1326,Mato Grosso,Tangará da Serra,administração,Gasto com administração em Tangará da Serra,51515.51,2025-08-04,Secretaria de Administração,parceria
1327,Mato Grosso,Primavera do Leste,educação,Gasto com educação em Primavera do Leste,314556.24,2025-06-12,Creche,licitação
1328,Mato Grosso,Rondonópolis,saúde,Gasto com saúde em Rondonópolis,245057.76,2024-01-07,Secretaria de Saúde,contrato direto
1329,Mato Grosso,Barra do Garças,infraestrutura,Gasto com infraestrutura em Barra do Garças,473258.33,2025-01-12,Departamento de Viação,contrato direto
1330,Mato Grosso,Tangará da Serra,saúde,Gasto com saúde em Tangará da Serra,298815.41,2024-04-10,Hospital Municipal,licitação
1331,Mato Grosso,Pontes e Lacerda,segurança,Gasto com segurança em Pontes e Lacerda,266443.7,2024-08-04,Polícia Militar,convênio
1332,Mato Grosso,Sorriso,segurança,Gasto com segurança em Sorriso,375724.04,2024-02-26,Guarda Municipal,contrato direto
1333,Mato Grosso,Sinop,administração,Gasto com administração em Sinop,175653.0,2025-09-29,Prefeitura,parceria
1334,Mato Grosso,Cáceres,segurança,Gasto com segurança em Cáceres,48783.86,2025-03-11,Guarda Municipal,licitação
1335,Mato Grosso,Várzea Grande,administração,Gasto com administração em Várzea Grande,155537.4,2025-10-13,Prefeitura,parceria
1336,Mato Grosso,Primavera do Leste,infraestrutura,Gasto com infraestrutura em Primavera do Leste,1128137.45,2024-02-18,Departamento de Viação,parceria
1337,Mato Grosso,Cuiabá,infraestrutura,Gasto com infraestrutura em Cuiabá,381186.3,2025-06-18,Departamento de Viação,parceria
1338,Mato Grosso,Sorriso,saúde,Gasto com saúde em Sorriso,86544.95,2025-09-03,UBS Central,licitação
1339,Mato Grosso,Primavera do Leste,saúde,Gasto com saúde em Primavera do Leste,27912.74,2024-06-12,UBS Central,contrato direto
1340,Mato Grosso,Sinop,administração,Gasto com administração em Sinop,20321.91,2024-05-10,Prefeitura,contrato direto
1341,Mato Grosso,Sorriso,segurança,Gasto com segurança em Sorriso,47162.15,2024-11-16,Guarda Municipal,licitação
1342,Mato Grosso,Sorriso,administração,Gasto com administração em Sorriso,171117.34,2025-07-27,Secretaria de Administração,parceria
1343,Mato Grosso,Lucas do Rio Verde,educação,Gasto com educação em Lucas do Rio Verde,468370.41,2025-02-12,Secretaria de Educação,parceria
1344,Mato Grosso,Cáceres,saúde,Gasto com saúde em Cáceres,158293.78,2025-02-13,UBS Central,licitação
1345,Mato Grosso,Cáceres,segurança,Gasto com segurança em Cáceres,328136.91,2025-03-25,Polícia Militar,licitação
1346,Mato Grosso,Pontes e Lacerda,segurança,Gasto com segurança em Pontes e Lacerda,44516.15,2024-09-19,Polícia Militar,licitação
1347,Mato Grosso,Nova Mutum,infraestrutura,Gasto com infraestrutura em Nova Mutum,994905.02,2025-07-08,Secretaria de Obras,parceria
1348,Mato Grosso,Primavera do Leste,infraestrutura,Gasto com infraestrutura em Primavera do Leste,1758960.32,2024-09-30,Secretaria de Obras,convênio
1349,Mato Grosso,Nova Mutum,infraestrutura,Gasto com infraestrutura em Nova Mutum,1007747.54,2025-01-09,Departamento de Viação,licitação
1350,Mato Grosso,Nova Mutum,infraestrutura,Gasto com infraestrutura em Nova Mutum,1460550.93,2024-01-28,Departamento de Viação,parceria
1351,Mato Grosso,Campo Verde,segurança,Gasto com segurança em Campo Verde,91584.76,2024-12-05,Guarda Municipal,contrato direto
1352,Mato Grosso,Alta Floresta,saúde,Gasto com saúde em Alta Floresta,581678.24,2025-09-22,Secretaria de Saúde,licitação
1353,Mato Grosso,Nova Mutum,infraestrutura,Gasto com infraestrutura em Nova Mutum,1329628.79,2025-01-30,Departamento de Viação,parceria
1354,Mato Grosso,Alta Floresta,segurança,Gasto com segurança em Alta Floresta,75061.35,2024-12-27,Polícia Militar,contrato direto
1355,Mato Grosso,Rondonópolis,segurança,Gasto com segurança em Rondonópolis,525582.68,2025-06-08,Polícia Militar,contrato direto
1356,Mato Grosso,Sorriso,segurança,Gasto com segurança em Sorriso,248061.48,2025-06-07,Guarda Municipal,convênio
1357,Mato Grosso,Diamantino,administração,Gasto com administração em Diamantino,119852.78,2025-09-04,Prefeitura,convênio
1358,Mato Grosso,Diamantino,educação,Gasto com educação em Diamantino,77512.54,2025-04-22,Secretaria de Educação,licitação
1359,Mato Grosso,Sorriso,infraestrutura,Gasto com infraestrutura em Sorriso,623953.73,2025-07-16,Secretaria de Obras,contrato direto
1360,Mato Grosso,Sinop,segurança,Gasto com segurança em Sinop,91353.04,2024-06-28,Polícia Militar,contrato direto
