id,state,municipality,cost_category,cost_description,amount,date,department,contract_type
762,Mato Grosso,Água Boa,saúde,Equipamentos hospitalares,28076.11,2024-11-26,Posto de Saúde,parceria
763,Mato Grosso,Barra do Garças,saúde,Compra de medicamentos,92607.19,2024-10-02,SAMU,licitação
764,Mato Grosso,Peixoto de Azevedo,administração,Consultoria,16356.93,2024-10-07,Contadoria,licitação
765,Mato Grosso,Sorriso,educação,Transporte estudantil,133645.25,2025-06-24,Escola Municipal,convênio
766,Mato Grosso,Campo Verde,segurança,Equipamentos de segurança,365561.12,2024-11-16,Guarda Municipal,parceria
767,Mato Grosso,Várzea Grande,saúde,Equipamentos hospitalares,185520.72,2024-02-18,SAMU,convênio
768,Mato Grosso,Primavera do Leste,educação,Material escolar,43466.67,2025-12-27,Escola Municipal,parceria
769,Mato Grosso,Guarantã do Norte,administração,Material de escritório,17193.49,2024-09-29,Contadoria,licitação
770,Mato Grosso,Alta Floresta,saúde,Manutenção de hospitais,86486.27,2025-01-27,Hospital Municipal,convênio
771,Mato Grosso,Diamantino,educação,Construção de escolas,106775.63,2024-10-03,Secretaria de Educação,licitação
772,Mato Grosso,Sinop,infraestrutura,Saneamento básico,194411.23,2025-04-26,Energia,convênio
773,Mato Grosso,Várzea Grande,saúde,Equipamentos hospitalares,155772.0,2024-08-18,Posto de Saúde,parceria
774,Mato Grosso,Sinop,educação,Salários de professores,136632.12,2025-12-03,Creche,convênio
775,Mato Grosso,Sinop,educação,Transporte estudantil,23583.44,2025-07-19,Creche,licitação
776,Mato Grosso,Pontes e Lacerda,segurança,Viaturas policiais,580052.45,2024-04-03,Guarda Municipal,parceria
777,Mato Grosso,Nova Mutum,infraestrutura,Saneamento básico,660424.14,2025-11-25,Secretaria de Obras,convênio
778,Mato Grosso,Guarantã do Norte,administração,Consultoria,62175.96,2024-07-06,RH,licitação
779,Mato Grosso,Cáceres,administração,Aluguel de imóveis,3395.35,2025-03-02,Secretaria de Administração,contrato direto
780,Mato Grosso,Lucas do Rio Verde,educação,Construção de escolas,44074.47,2025-12-19,Creche,parceria
781,Mato Grosso,Água Boa,segurança,Viaturas policiais,665125.24,2024-08-28,Polícia Civil,parceria
782,Mato Grosso,Juína,segurança,Sistemas de vigilância,741530.62,2024-08-07,Guarda Municipal,contrato direto
783,Mato Grosso,Primavera do Leste,educação,Material escolar,32819.77,2024-05-18,Creche,convênio
784,Mato Grosso,Rondonópolis,segurança,Sistemas de vigilância,599246.01,2025-02-22,Guarda Municipal,contrato direto
785,Mato Grosso,Rondonópolis,saúde,Compra de medicamentos,34197.16,2025-07-27,Secretaria de Saúde,licitação
786,Mato Grosso,Nova Mutum,administração,Aluguel de imóveis,20124.29,2025-11-29,Contadoria,licitação
787,Mato Grosso,Peixoto de Azevedo,saúde,Compra de medicamentos,351537.92,2024-07-11,Posto de Saúde,convênio
788,Mato Grosso,Barra do Garças,administração,Consultoria,70111.76,2025-07-17,Prefeitura,licitação
789,Mato Grosso,Lucas do Rio Verde,segurança,Treinamento de agentes,31364.81,2025-07-23,Polícia Civil,licitação
790,Mato Grosso,Pontes e Lacerda,infraestrutura,Saneamento básico,149178.22,2025-10-09,Departamento de Viação,licitação
791,Mato Grosso,Sorriso,segurança,Viaturas policiais,46206.39,2024-09-27,Guarda Municipal,convênio
792,Mato Grosso,Nova Mutum,administração,Material de escritório,98459.68,2025-05-12,Prefeitura,parceria
793,Mato Grosso,Nova Mutum,administração,Material de escritório,65012.99,2025-11-15,Secretaria de Administração,contrato direto
794,Mato Grosso,Alta Floresta,educação,Transporte estudantil,31692.68,2024-12-10,Escola Municipal,convênio
795,Mato Grosso,Peixoto de Azevedo,administração,Serviços de limpeza,23574.97,2024-04-07,Contadoria,convênio
796,Mato Grosso,Juína,saúde,Compra de medicamentos,480272.61,2025-06-30,Hospital Municipal,parceria
797,Mato Grosso,Lucas do Rio Verde,saúde,Compra de medicamentos,462638.77,2024-05-22,Hospital Municipal,licitação
798,Mato Grosso,Lucas do Rio Verde,administração,Material de escritório,80859.29,2025-01-27,Prefeitura,licitação
799,Mato Grosso,Campo Verde,infraestrutura,Construção de pontes,696966.95,2024-01-17,Saneamento,contrato direto
800,Mato Grosso,Primavera do Leste,administração,Consultoria,5784.06,2025-02-20,RH,licitação
801,Mato Grosso,Sorriso,saúde,Manutenção de hospitais,297277.77,2024-01-20,Hospital Municipal,parceria
802,Mato Grosso,Primavera do Leste,infraestrutura,Saneamento básico,306037.34,2024-10-10,Saneamento,convênio
803,Mato Grosso,Juína,saúde,Compra de medicamentos,178358.3,2024-01-20,Hospital Municipal,contrato direto
804,Mato Grosso,Alta Floresta,segurança,Viaturas policiais,575848.22,2024-04-12,Polícia Militar,parceria
805,Mato Grosso,Nova Mutum,saúde,Equipamentos hospitalares,454175.76,2025-09-17,SAMU,convênio
806,Mato Grosso,Primavera do Leste,segurança,Viaturas policiais,721261.05,2024-06-01,Guarda Municipal,parceria
807,Mato Grosso,Guarantã do Norte,infraestrutura,Iluminação pública,616455.48,2024-03-11,Saneamento,licitação
808,Mato Grosso,Alta Floresta,saúde,Contratação de médicos,424831.57,2025-09-08,SAMU,licitação
809,Mato Grosso,Várzea Grande,segurança,Sistemas de vigilância,382237.85,2024-10-05,Polícia Militar,convênio
810,Mato Grosso,Colíder,saúde,Compra de medicamentos,198362.05,2024-09-08,SAMU,contrato direto
811,Mato Grosso,Água Boa,saúde,Manutenção de hospitais,168089.67,2024-11-06,Hospital Municipal,licitação
812,Mato Grosso,Campo Verde,saúde,Manutenção de hospitais,346684.72,2024-02-25,Secretaria de Saúde,convênio
813,Mato Grosso,Água Boa,administração,Aluguel de imóveis,92826.89,2025-07-10,Secretaria de Administração,contrato direto
814,Mato Grosso,Várzea Grande,infraestrutura,Asfalto de vias,266702.34,2024-08-17,Saneamento,contrato direto
815,Mato Grosso,Campo Verde,educação,Salários de professores,38048.47,2024-03-02,Secretaria de Educação,parceria
816,Mato Grosso,Cáceres,administração,Aluguel de imóveis,84829.87,2025-11-01,RH,parceria
817,Mato Grosso,Pontes e Lacerda,segurança,Treinamento de agentes,393493.39,2025-02-01,Guarda Municipal,licitação
818,Mato Grosso,Rondonópolis,saúde,Compra de medicamentos,22601.72,2024-09-04,Posto de Saúde,parceria
819,Mato Grosso,Rondonópolis,saúde,Manutenção de hospitais,88064.62,2024-11-05,Hospital Municipal,convênio
820,Mato Grosso,Diamantino,administração,Aluguel de imóveis,77508.54,2024-02-28,Prefeitura,parceria
821,Mato Grosso,Pontes e Lacerda,educação,Construção de escolas,189019.78,2024-03-12,Universidade Estadual,parceria
822,Mato Grosso,Alta Floresta,saúde,Manutenção de hospitais,451783.16,2025-04-05,Posto de Saúde,contrato direto
823,Mato Grosso,Nova Mutum,infraestrutura,Construção de pontes,61558.65,2025-07-18,Secretaria de Obras,convênio
824,Mato Grosso,Alta Floresta,educação,Construção de escolas,168172.84,2025-10-27,Escola Municipal,parceria
825,Mato Grosso,Peixoto de Azevedo,administração,Consultoria,67270.19,2025-06-19,Secretaria de Administração,licitação
826,Mato Grosso,Tangará da Serra,saúde,Manutenção de hospitais,243834.97,2024-07-13,Secretaria de Saúde,licitação
827,Mato Grosso,Tangará da Serra,saúde,Compra de medicamentos,337649.11,2025-02-28,SAMU,licitação
828,Mato Grosso,Alta Floresta,administração,Consultoria,54415.66,2024-03-09,Contadoria,licitação
829,Mato Grosso,Diamantino,educação,Transporte estudantil,45146.11,2024-07-24,Escola Municipal,licitação
830,Mato Grosso,Juína,administração,Serviços de limpeza,50117.53,2025-06-25,RH,contrato direto
831,Mato Grosso,Barra do Garças,administração,Serviços de limpeza,53352.93,2024-05-21,RH,convênio
832,Mato Grosso,Nova Mutum,infraestrutura,Construção de pontes,938908.44,2025-01-15,Energia,parceria
833,Mato Grosso,Juína,educação,Construção de escolas,92152.76,2024-08-20,Universidade Estadual,parceria
834,Mato Grosso,Alta Floresta,segurança,Viaturas policiais,548700.31,2025-01-19,Trânsito,licitação
835,Mato Grosso,Cáceres,saúde,Manutenção de hospitais,248987.51,2025-07-12,Secretaria de Saúde,convênio
836,Mato Grosso,Peixoto de Azevedo,educação,Transporte estudantil,18694.62,2024-02-17,Universidade Estadual,parceria
837,Mato Grosso,Várzea Grande,segurança,Viaturas policiais,618013.4,2024-12-15,Polícia Civil,parceria
838,Mato Grosso,Cuiabá,infraestrutura,Construção de pontes,696427.86,2025-05-20,Departamento de Viação,parceria
839,Mato Grosso,Pontes e Lacerda,infraestrutura,Iluminação pública,701541.97,2024-02-29,Secretaria de Obras,contrato direto
840,Mato Grosso,Peixoto de Azevedo,saúde,Contratação de médicos,462976.32,2025-08-06,Posto de Saúde,parceria
841,Mato Grosso,Primavera do Leste,educação,Construção de escolas,61019.55,2024-10-12,Creche,parceria
842,Mato Grosso,Tangará da Serra,segurança,Viaturas policiais,54949.0,2025-09-05,Polícia Militar,parceria
843,Mato Grosso,Diamantino,educação,Salários de professores,184927.9,2025-05-05,Universidade Estadual,licitação
844,Mato Grosso,Primavera do Leste,administração,Consultoria,46392.77,2024-03-25,Prefeitura,convênio
845,Mato Grosso,Barra do Garças,administração,Consultoria,6248.06,2024-03-26,Secretaria de Administração,contrato direto
846,Mato Grosso,Lucas do Rio Verde,educação,Construção de escolas,98826.78,2024-06-22,Universidade Estadual,parceria
847,Mato Grosso,Lucas do Rio Verde,saúde,Compra de medicamentos,16041.35,2024-11-17,Hospital Municipal,contrato direto
848,Mato Grosso,Guarantã do Norte,segurança,Treinamento de agentes,533249.23,2025-02-22,Guarda Municipal,licitação
849,Mato Grosso,Colíder,saúde,Contratação de médicos,359569.73,2024-04-03,Hospital Municipal,parceria
850,Mato Grosso,Alta Floresta,segurança,Treinamento de agentes,656321.76,2024-09-26,Trânsito,parceria
851,Mato Grosso,Barra do Garças,educação,Transporte estudantil,54312.65,2024-01-27,Escola Municipal,parceria
852,Mato Grosso,Juína,segurança,Treinamento de agentes,736065.52,2025-07-05,Guarda Municipal,convênio
853,Mato Grosso,Lucas do Rio Verde,educação,Construção de escolas,97957.02,2024-04-17,Universidade Estadual,parceria
854,Mato Grosso,Água Boa,administração,Serviços de limpeza,87258.91,2024-02-20,Secretaria de Administração,convênio
855,Mato Grosso,Cáceres,infraestrutura,Iluminação pública,327040.79,2024-02-29,Saneamento,parceria
856,Mato Grosso,Pontes e Lacerda,educação,Material escolar,153883.34,2025-05-05,Escola Municipal,contrato direto
857,Mato Grosso,Água Boa,educação,Salários de professores,80921.69,2025-09-27,Universidade Estadual,licitação
858,Mato Grosso,Tangará da Serra,administração,Serviços de limpeza,30805.45,2024-11-05,Prefeitura,convênio
859,Mato Grosso,Pontes e Lacerda,educação,Salários de professores,158275.11,2024-07-12,Secretaria de Educação,convênio
860,Mato Grosso,Água Boa,infraestrutura,Iluminação pública,673379.2,2025-02-21,Energia,licitação
861,Mato Grosso,Colíder,educação,Salários de professores,150014.16,2024-06-08,Universidade Estadual,parceria
862,Mato Grosso,Água Boa,saúde,Contratação de médicos,281553.35,2024-12-22,SAMU,licitação
863,Mato Grosso,Barra do Garças,segurança,Viaturas policiais,264227.75,2025-08-10,Guarda Municipal,contrato direto
864,Mato Grosso,Peixoto de Azevedo,segurança,Treinamento de agentes,481922.59,2024-08-01,Polícia Civil,licitação
865,Mato Grosso,Água Boa,educação,Transporte estudantil,176882.55,2024-03-26,Creche,contrato direto
866,Mato Grosso,Campo Verde,educação,Construção de escolas,51188.68,2024-03-26,Secretaria de Educação,licitação
867,Mato Grosso,Peixoto de Azevedo,saúde,Contratação de médicos,135246.97,2024-02-07,Secretaria de Saúde,contrato direto
868,Mato Grosso,Tangará da Serra,infraestrutura,Iluminação pública,314105.13,2025-11-23,Energia,licitação
869,Mato Grosso,Rondonópolis,segurança,Viaturas policiais,71959.77,2024-09-01,Trânsito,parceria
870,Mato Grosso,Várzea Grande,saúde,Manutenção de hospitais,339623.6,2025-05-30,Posto de Saúde,convênio
871,Mato Grosso,Água Boa,saúde,Contratação de médicos,405313.27,2024-05-13,Hospital Municipal,parceria
872,Mato Grosso,Várzea Grande,segurança,Viaturas policiais,215244.2,2025-08-18,Polícia Civil,convênio
873,Mato Grosso,Sinop,segurança,Treinamento de agentes,455681.14,2025-04-22,Guarda Municipal,licitação
874,Mato Grosso,Cuiabá,saúde,Manutenção de hospitais,164335.18,2025-12-19,SAMU,parceria
875,Mato Grosso,Sorriso,segurança,Treinamento de agentes,296607.06,2024-03-13,Guarda Municipal,contrato direto
876,Mato Grosso,Cuiabá,segurança,Viaturas policiais,715047.87,2024-09-09,Guarda Municipal,contrato direto
877,Mato Grosso,Cuiabá,administração,Material de escritório,32006.14,2024-10-21,Prefeitura,licitação
878,Mato Grosso,Guarantã do Norte,infraestrutura,Construção de pontes,449128.33,2024-10-23,Energia,convênio
879,Mato Grosso,Sinop,saúde,Compra de medicamentos,277743.75,2024-04-15,Secretaria de Saúde,licitação
880,Mato Grosso,Colíder,segurança,Sistemas de vigilância,65873.75,2025-09-27,Polícia Civil,parceria
881,Mato Grosso,Nova Mutum,segurança,Sistemas de vigilância,450731.33,2025-07-24,Polícia Civil,parceria
882,Mato Grosso,Colíder,educação,Transporte estudantil,55244.59,2024-04-08,Creche,convênio
883,Mato Grosso,Várzea Grande,saúde,Manutenção de hospitais,32885.47,2024-01-24,Posto de Saúde,licitação
884,Mato Grosso,Cáceres,saúde,Compra de medicamentos,302207.16,2024-02-12,SAMU,licitação
885,Mato Grosso,Alta Floresta,segurança,Treinamento de agentes,458115.06,2025-01-19,Polícia Civil,convênio
886,Mato Grosso,Guarantã do Norte,administração,Aluguel de imóveis,18443.22,2025-04-06,Prefeitura,licitação
887,Mato Grosso,Barra do Garças,segurança,Viaturas policiais,398062.45,2026-01-06,Trânsito,contrato direto
888,Mato Grosso,Peixoto de Azevedo,educação,Salários de professores,134436.81,2024-07-08,Escola Municipal,parceria
889,Mato Grosso,Rondonópolis,infraestrutura,Construção de pontes,800612.51,2025-07-05,Secretaria de Obras,contrato direto
890,Mato Grosso,Diamantino,educação,Transporte estudantil,35017.94,2025-04-15,Universidade Estadual,convênio
891,Mato Grosso,Cáceres,administração,Aluguel de imóveis,40344.85,2024-09-30,Prefeitura,convênio
892,Mato Grosso,Pontes e Lacerda,saúde,Equipamentos hospitalares,273283.06,2025-10-29,Posto de Saúde,parceria
893,Mato Grosso,Nova Mutum,segurança,Sistemas de vigilância,566167.02,2024-01-08,Polícia Militar,convênio
894,Mato Grosso,Cuiabá,saúde,Compra de medicamentos,421081.59,2026-01-01,Hospital Municipal,contrato direto
895,Mato Grosso,Água Boa,infraestrutura,Construção de pontes,205028.37,2024-05-07,Departamento de Viação,licitação
896,Mato Grosso,Alta Floresta,administração,Material de escritório,61944.89,2024-12-31,Prefeitura,convênio
897,Mato Grosso,Juína,segurança,Treinamento de agentes,579081.25,2025-05-04,Polícia Civil,licitação
898,Mato Grosso,Cuiabá,infraestrutura,Construção de pontes,469194.59,2024-04-25,Departamento de Viação,parceria
899,Mato Grosso,Pontes e Lacerda,saúde,Manutenção de hospitais,117003.01,2025-06-21,SAMU,parceria
900,Mato Grosso,Barra do Garças,administração,Aluguel de imóveis,61073.61,2024-06-17,Prefeitura,licitação
901,Mato Grosso,Rondonópolis,infraestrutura,Asfalto de vias,582202.17,2025-09-08,Secretaria de Obras,convênio
902,Mato Grosso,Nova Mutum,educação,Salários de professores,136952.57,2024-05-24,Creche,convênio
903,Mato Grosso,Diamantino,educação,Material escolar,185585.89,2025-06-30,Creche,parceria
904,Mato Grosso,Rondonópolis,infraestrutura,Saneamento básico,698332.88,2024-09-02,Secretaria de Obras,parceria
905,Mato Grosso,Cuiabá,segurança,Sistemas de vigilância,494475.68,2025-11-22,Polícia Civil,licitação
906,Mato Grosso,Primavera do Leste,saúde,Contratação de médicos,75280.41,2025-06-17,Secretaria de Saúde,parceria
907,Mato Grosso,Cáceres,segurança,Viaturas policiais,761894.72,2024-07-02,Trânsito,contrato direto
908,Mato Grosso,Alta Floresta,saúde,Contratação de médicos,179517.54,2025-09-10,Hospital Municipal,parceria
909,Mato Grosso,Primavera do Leste,saúde,Compra de medicamentos,155550.98,2024-05-03,Secretaria de Saúde,convênio
910,Mato Grosso,Barra do Garças,infraestrutura,Saneamento básico,729540.42,2025-02-19,Secretaria de Obras,licitação
911,Mato Grosso,Lucas do Rio Verde,segurança,Equipamentos de segurança,700636.7,2024-12-19,Polícia Civil,contrato direto
912,Mato Grosso,Várzea Grande,infraestrutura,Construção de pontes,567225.3,2024-06-04,Departamento de Viação,parceria
913,Mato Grosso,Juína,segurança,Equipamentos de segurança,83101.39,2024-04-09,Polícia Militar,parceria
914,Mato Grosso,Várzea Grande,saúde,Equipamentos hospitalares,195465.18,2024-02-08,SAMU,contrato direto
915,Mato Grosso,Lucas do Rio Verde,segurança,Treinamento de agentes,99158.83,2024-01-20,Polícia Militar,contrato direto
916,Mato Grosso,Colíder,administração,Material de escritório,28175.27,2025-06-16,RH,parceria
917,Mato Grosso,Campo Verde,administração,Aluguel de imóveis,64756.86,2025-06-25,Contadoria,contrato direto
918,Mato Grosso,Lucas do Rio Verde,administração,Consultoria,62744.25,2025-10-08,RH,licitação
919,Mato Grosso,Juína,infraestrutura,Asfalto de vias,45596.83,2024-04-14,Departamento de Viação,licitação
920,Mato Grosso,Nova Mutum,segurança,Sistemas de vigilância,208179.03,2025-12-02,Trânsito,contrato direto
921,Mato Grosso,Lucas do Rio Verde,saúde,Compra de medicamentos,51257.35,2024-08-05,SAMU,licitação
922,Mato Grosso,Juína,segurança,Viaturas policiais,598638.68,2025-06-16,Polícia Militar,contrato direto
923,Mato Grosso,Guarantã do Norte,saúde,Compra de medicamentos,421363.36,2024-11-17,SAMU,convênio
924,Mato Grosso,Juína,segurança,Equipamentos de segurança,572533.76,2024-09-17,Guarda Municipal,convênio
925,Mato Grosso,Diamantino,administração,Material de escritório,74725.31,2024-10-14,Prefeitura,convênio
926,Mato Grosso,Rondonópolis,saúde,Manutenção de hospitais,276394.04,2024-07-29,SAMU,licitação
927,Mato Grosso,Pontes e Lacerda,segurança,Viaturas policiais,421822.4,2024-10-07,Polícia Militar,licitação
928,Mato Grosso,Pontes e Lacerda,segurança,Sistemas de vigilância,528899.83,2024-10-25,Polícia Civil,contrato direto
929,Mato Grosso,Lucas do Rio Verde,administração,Consultoria,23265.2,2024-10-20,RH,licitação
930,Mato Grosso,Cáceres,educação,Construção de escolas,152230.9,2025-07-17,Creche,licitação
931,Mato Grosso,Nova Mutum,educação,Material escolar,31047.13,2024-12-13,Secretaria de Educação,contrato direto
932,Mato Grosso,Juína,administração,Aluguel de imóveis,89993.61,2025-07-04,Contadoria,licitação
933,Mato Grosso,Rondonópolis,educação,Salários de professores,178866.53,2025-10-28,Universidade Estadual,contrato direto
934,Mato Grosso,Peixoto de Azevedo,saúde,Contratação de médicos,432503.7,2024-01-25,Posto de Saúde,parceria
935,Mato Grosso,Cáceres,segurança,Equipamentos de segurança,76669.76,2024-11-08,Trânsito,contrato direto
936,Mato Grosso,Campo Verde,infraestrutura,Construção de pontes,520095.14,2024-10-06,Energia,contrato direto
937,Mato Grosso,Barra do Garças,educação,Construção de escolas,184030.92,2024-11-26,Secretaria de Educação,parceria
938,Mato Grosso,Água Boa,saúde,Equipamentos hospitalares,447681.95,2025-10-16,Hospital Municipal,parceria
939,Mato Grosso,Juína,educação,Salários de professores,157686.29,2025-11-05,Creche,licitação
940,Mato Grosso,Pontes e Lacerda,educação,Construção de escolas,84139.63,2024-05-22,Secretaria de Educação,licitação
941,Mato Grosso,Diamantino,saúde,Equipamentos hospitalares,485329.41,2025-06-29,Secretaria de Saúde,parceria
942,Mato Grosso,Tangará da Serra,educação,Construção de escolas,109965.02,2024-09-19,Creche,licitação
943,Mato Grosso,Sorriso,educação,Transporte estudantil,31973.0,2025-04-19,Creche,contrato direto
944,Mato Grosso,Peixoto de Azevedo,infraestrutura,Asfalto de vias,147850.46,2024-10-20,Departamento de Viação,contrato direto
945,Mato Grosso,Barra do Garças,educação,Salários de professores,163988.98,2024-05-13,Secretaria de Educação,licitação
946,Mato Grosso,Campo Verde,infraestrutura,Asfalto de vias,437187.41,2025-08-21,Departamento de Viação,licitação
947,Mato Grosso,Pontes e Lacerda,saúde,Equipamentos hospitalares,211879.49,2025-11-16,Posto de Saúde,licitação
948,Mato Grosso,Diamantino,infraestrutura,Asfalto de vias,953904.16,2024-03-10,Departamento de Viação,contrato direto
949,Mato Grosso,Guarantã do Norte,educação,Material escolar,161702.68,2025-03-08,Escola Municipal,licitação
950,Mato Grosso,Diamantino,saúde,Equipamentos hospitalares,349394.86,2024-05-30,SAMU,contrato direto
951,Mato Grosso,Juína,infraestrutura,Asfalto de vias,930004.17,2024-04-16,Saneamento,licitação
952,Mato Grosso,Lucas do Rio Verde,infraestrutura,Construção de pontes,279875.4,2025-03-21,Saneamento,licitação
953,Mato Grosso,Alta Floresta,infraestrutura,Construção de pontes,339560.34,2025-12-13,Secretaria de Obras,contrato direto
954,Mato Grosso,Pontes e Lacerda,infraestrutura,Saneamento básico,842123.9,2025-09-23,Departamento de Viação,parceria
955,Mato Grosso,Sinop,segurança,Equipamentos de segurança,197147.83,2025-01-23,Trânsito,contrato direto
956,Mato Grosso,Lucas do Rio Verde,educação,Transporte estudantil,73322.36,2025-09-21,Secretaria de Educação,convênio
957,Mato Grosso,Pontes e Lacerda,segurança,Treinamento de agentes,438765.03,2024-01-13,Polícia Civil,licitação
958,Mato Grosso,Juína,administração,Aluguel de imóveis,26845.34,2024-08-01,Contadoria,contrato direto
959,Mato Grosso,Juína,infraestrutura,Construção de pontes,864780.96,2024-06-03,Secretaria de Obras,contrato direto
960,Mato Grosso,Nova Mutum,segurança,Sistemas de vigilância,393793.38,2024-10-19,Trânsito,convênio
961,Mato Grosso,Barra do Garças,infraestrutura,Saneamento básico,876858.82,2024-02-12,Energia,licitação
962,Mato Grosso,Cuiabá,segurança,Viaturas policiais,599675.77,2024-05-11,Trânsito,contrato direto
963,Mato Grosso,Guarantã do Norte,administração,Aluguel de imóveis,36488.95,2025-08-28,Prefeitura,contrato direto
964,Mato Grosso,Colíder,administração,Material de escritório,36275.64,2025-12-02,RH,contrato direto
965,Mato Grosso,Cáceres,administração,Aluguel de imóveis,83280.46,2025-07-26,Prefeitura,parceria
966,Mato Grosso,Peixoto de Azevedo,administração,Consultoria,60415.25,2024-08-13,Prefeitura,licitação
967,Mato Grosso,Lucas do Rio Verde,infraestrutura,Asfalto de vias,945924.44,2024-03-27,Saneamento,convênio
968,Mato Grosso,Peixoto de Azevedo,segurança,Treinamento de agentes,8434.86,2025-06-21,Polícia Civil,convênio
969,Mato Grosso,Cáceres,infraestrutura,Construção de pontes,567306.15,2025-12-27,Secretaria de Obras,licitação
970,Mato Grosso,Campo Verde,saúde,Contratação de médicos,138143.34,2025-03-22,SAMU,licitação
971,Mato Grosso,Guarantã do Norte,educação,Material escolar,193911.26,2025-11-21,Escola Municipal,licitação
972,Mato Grosso,Rondonópolis,infraestrutura,Construção de pontes,554677.51,2024-05-03,Departamento de Viação,parceria
973,Mato Grosso,Tangará da Serra,saúde,Manutenção de hospitais,260574.07,2024-08-22,SAMU,licitação
974,Mato Grosso,Primavera do Leste,segurança,Treinamento de agentes,285253.91,2024-06-04,Polícia Militar,licitação
975,Mato Grosso,Lucas do Rio Verde,administração,Material de escritório,69190.18,2025-02-19,Contadoria,contrato direto
976,Mato Grosso,Guarantã do Norte,administração,Material de escritório,43744.98,2024-12-01,RH,licitação
977,Mato Grosso,Água Boa,administração,Serviços de limpeza,36051.81,2025-08-08,Secretaria de Administração,licitação
978,Mato Grosso,Juína,educação,Material escolar,28454.99,2024-03-03,Secretaria de Educação,parceria
979,Mato Grosso,Cuiabá,educação,Salários de professores,18647.44,2024-05-22,Universidade Estadual,licitação
980,Mato Grosso,Alta Floresta,administração,Aluguel de imóveis,28921.37,2024-10-11,Prefeitura,licitação
981,Mato Grosso,Campo Verde,infraestrutura,Iluminação pública,450368.66,2024-02-11,Energia,convênio
982,Mato Grosso,Pontes e Lacerda,saúde,Equipamentos hospitalares,256206.6,2024-08-22,Secretaria de Saúde,parceria
983,Mato Grosso,Diamantino,administração,Consultoria,65958.26,2024-04-13,Prefeitura,convênio
984,Mato Grosso,Barra do Garças,saúde,Equipamentos hospitalares,55868.92,2024-02-07,Hospital Municipal,convênio
985,Mato Grosso,Cuiabá,segurança,Treinamento de agentes,629418.08,2024-03-01,Polícia Civil,licitação
986,Mato Grosso,Nova Mutum,educação,Construção de escolas,80064.89,2024-11-25,Universidade Estadual,convênio
987,Mato Grosso,Lucas do Rio Verde,infraestrutura,Construção de pontes,459946.79,2025-10-17,Departamento de Viação,licitação
988,Mato Grosso,Lucas do Rio Verde,infraestrutura,Saneamento básico,357903.28,2024-06-09,Saneamento,convênio
989,Mato Grosso,Pontes e Lacerda,segurança,Viaturas policiais,53013.03,2024-12-19,Guarda Municipal,contrato direto
990,Mato Grosso,Várzea Grande,infraestrutura,Saneamento básico,553102.63,2024-04-15,Saneamento,contrato direto
991,Mato Grosso,Rondonópolis,segurança,Sistemas de vigilância,479884.22,2024-04-26,Polícia Militar,parceria
992,Mato Grosso,Juína,saúde,Manutenção de hospitais,366905.07,2024-09-27,Hospital Municipal,convênio
993,Mato Grosso,Peixoto de Azevedo,saúde,Contratação de médicos,310342.45,2024-06-24,SAMU,convênio
994,Mato Grosso,Cáceres,infraestrutura,Saneamento básico,912440.17,2024-05-05,Saneamento,parceria
995,Mato Grosso,Sinop,segurança,Sistemas de vigilância,289152.67,2024-06-30,Guarda Municipal,licitação
996,Mato Grosso,Alta Floresta,educação,Construção de escolas,140807.87,2025-12-05,Creche,contrato direto
997,Mato Grosso,Alta Floresta,saúde,Compra de medicamentos,303382.73,2024-04-16,SAMU,parceria
998,Mato Grosso,Colíder,educação,Transporte estudantil,53326.48,2025-04-01,Secretaria de Educação,convênio
999,Mato Grosso,Peixoto de Azevedo,educação,Transporte estudantil,175018.39,2024-07-13,Escola Municipal,contrato direto
1000,Mato Grosso,Cáceres,educação,Transporte estudantil,55753.92,2024-03-01,Escola Municipal,parceria
